ROLLNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DDTEXT
LXDCK_DCNUM,A,0000,D,DCNUM
FLAG,A,0000,D,ZRSTG
Value,A,0000,D,Value
FLAG,A,0000,D,TOVAS
Value,A,0000,D,Value
Field,A,0000,D,Table
/CWM/ACT_UOM,A,0000,D,LTAP
/CWM/ACT_UOM,A,0000,D,LTAP
/CWM/TGT_UOM,A,0000,D,LTAP
/CWM/TGT_UOM,A,0000,D,LTAP
ALTME,A,0000,D,LTAP
ALTME,A,0000,D,LTAP
DLENR,A,0000,D,LTAP
DLENR,A,0000,D,LTAP
KZDIF,A,0000,D,LTAP
KZDIF,A,0000,D,LTAP
KZDIF,A,0000,D,LTAP
LDEST,A,0000,D,LTAP
LETYP,A,0000,D,LTAP
LETYP,A,0000,D,LTAP
LETYP,A,0000,D,LTAP
LGNUM,A,0000,D,LTAP
LGNUM,A,0000,D,LTAP
LGORT,A,0000,D,LTAP
LGORT,A,0000,D,LTAP
LGORT,A,0000,D,LTAP
MATNR,A,0000,D,LTAP
MATNR,A,0000,D,LTAP
MEINS,A,0000,D,LTAP
MEINS,A,0000,D,LTAP
NLBER,A,0000,D,LTAP
NLBER,A,0000,D,LTAP
NLBER,A,0000,D,LTAP
NLBER,A,0000,D,LTAP
NLENR,A,0000,D,LTAP
NLENR,A,0000,D,LTAP
NLTYP,A,0000,D,LTAP
NLTYP,A,0000,D,LTAP
NLTYP,A,0000,D,LTAP
RLBER,A,0000,D,LTAP
RLBER,A,0000,D,LTAP
RLBER,A,0000,D,LTAP
RLBER,A,0000,D,LTAP
RLTYP,A,0000,D,LTAP
RLTYP,A,0000,D,LTAP
RLTYP,A,0000,D,LTAP
SOBKZ,A,0000,D,LTAP
SOBKZ,A,0000,D,LTAP
VLBER,A,0000,D,LTAP
VLBER,A,0000,D,LTAP
VLBER,A,0000,D,LTAP
VLBER,A,0000,D,LTAP
VLENR,A,0000,D,LTAP
VLENR,A,0000,D,LTAP
VLTYP,A,0000,D,LTAP
VLTYP,A,0000,D,LTAP
VLTYP,A,0000,D,LTAP
WERKS,A,0000,D,LTAP
WERKS,A,0000,D,LTAP
WIRME,A,0000,D,LTAP
WIRME,A,0000,D,LTAP
ZEIEI,A,0000,D,LTAP
ZEIEI,A,0000,D,LTAP
MANDT,A,0000,D,MANDT
LGNUM,A,0000,D,LGNUM
TBNUM,A,0000,D,TBNUM
LTBK_STATU,A,0000,D,STATU
Value,A,0000,D,Value
LVS_TRART,A,0000,D,TRART
TBPRI,A,0000,D,TBPRI
LVS_BNAME,A,0000,D,BNAME
LTBK_BDATU,A,0000,D,BDATU
LTBK_BZEIT,A,0000,D,BZEIT
LTBK_TBKTX,A,0000,D,TBKTX
LVS_BETYP,A,0000,D,BETYP
LVS_BENUM,A,0000,D,BENUM
BWART,A,0000,D,BWART
BWLVS,A,0000,D,BWLVS
T333_VLTYP,A,0000,D,VLTYP
T333_VLPLA,A,0000,D,VLPLA
T333_VKDYN,A,0000,D,VKDYN
Value,A,0000,D,Value
T333_NLTYP,A,0000,D,NLTYP
T333_NLPLA,A,0000,D,NLPLA
T333_NKDYN,A,0000,D,NKDYN
Value,A,0000,D,Value
LTBK_PDATU,A,0000,D,PDATU
LTBK_PZEIT,A,0000,D,PZEIT
MBLNR,A,0000,D,MBLNR
MJAHR,A,0000,D,MJAHR
LTBK_ANZPS,A,0000,D,ANZPS
LTBK_BRGEW,A,0000,D,BRGEW
GEWEI,A,0000,D,GEWEI
LTBK_KLFR2,A,0000,D,KLFR2
Value,A,0000,D,Value
LTBK_KFAR2,A,0000,D,KFAR2
Value,A,0000,D,Value
LTBK_TBRUE,A,0000,D,TBRUE
RSNUM,A,0000,D,RSNUM
LVS_LZNUM,A,0000,D,LZNUM
LVS_AUTTA,A,0000,D,AUTTA
BDART,A,0000,D,BDART
PKNUM,A,0000,D,PKNUM
PKPOS,A,0000,D,PKPOS
LVS_DIRTA,A,0000,D,DIRTA
Value,A,0000,D,Value
KBNKZ,A,0000,D,KBNKZ
Value,A,0000,D,Value
Field,A,0000,D,Table
AUTTA,A,0000,D,LTBK
AUTTA,A,0000,D,LTBK
AUTTA,A,0000,D,LTBK
BETYP,A,0000,D,LTBK
BETYP,A,0000,D,LTBK
BETYP,A,0000,D,LTBK
BWART,A,0000,D,LTBK
BWART,A,0000,D,LTBK
BWLVS,A,0000,D,LTBK
BWLVS,A,0000,D,LTBK
BWLVS,A,0000,D,LTBK
LGNUM,A,0000,D,LTBK
LGNUM,A,0000,D,LTBK
NLTYP,A,0000,D,LTBK
NLTYP,A,0000,D,LTBK
NLTYP,A,0000,D,LTBK
TRART,A,0000,D,LTBK
TRART,A,0000,D,LTBK
TRART,A,0000,D,LTBK
VLTYP,A,0000,D,LTBK
VLTYP,A,0000,D,LTBK
VLTYP,A,0000,D,LTBK
MANDT,A,0000,D,MANDT
LGNUM,A,0000,D,LGNUM
TBNUM,A,0000,D,TBNUM
TBPOS,A,0000,D,TBPOS
LTBP_ELIKZ,A,0000,D,ELIKZ
Value,A,0000,D,Value
MATNR,A,0000,D,MATNR
WERKS_D,A,0000,D,WERKS
BESTQ,A,0000,D,BESTQ
Value,A,0000,D,Value
CHARG_D,A,0000,D,CHARG
SOBKZ,A,0000,D,SOBKZ
LVS_SONUM,A,0000,D,SONUM
LTBP_MENGE,A,0000,D,MENGE
MEINS,A,0000,D,MEINS
LTBP_MENGA,A,0000,D,MENGA
LRMEI,A,0000,D,ALTME
UMREZ,A,0000,D,UMREZ
UMREN,A,0000,D,UMREN
LTBP_TANUM,A,0000,D,TANUM
LTBP_TAMEN,A,0000,D,TAMEN
LTBP_TAMEA,A,0000,D,TAMEA
LTBP_AOFTA,A,0000,D,AOFTA
LTBP_AGSTA,A,0000,D,AGSTA
LTBP_TDATU,A,0000,D,TDATU
LTBP_TZEIT,A,0000,D,TZEIT
WEMPF,A,0000,D,WEMPF
ABLAD,A,0000,D,ABLAD
MBLPO,A,0000,D,MBPOS
LVS_WDATU,A,0000,D,WDATU
LVS_ZEUGN,A,0000,D,ZEUGN
LTBP_BRGEW,A,0000,D,BRGEW
GEWEI,A,0000,D,GEWEI
QPLOS,A,0000,D,QPLOS
RSPOS,A,0000,D,RSPOS
VFDAT,A,0000,D,VFDAT
LVS_ANZLE,A,0000,D,ANZL1
LVS_ANZLE,A,0000,D,ANZL2
LVS_LEMEN,A,0000,D,LMEN1
LVS_LEMEN,A,0000,D,LMEN2
LVS_LETYP,A,0000,D,LETY1
LVS_LETYP,A,0000,D,LETY2
QPLOA,A,0000,D,QPLOA
RSART,A,0000,D,RSART
LVS_KZECH,A,0000,D,KZECH
Value,A,0000,D,Value
LGORT_D,A,0000,D,LGORT
LVS_2SKPREL,A,0000,D,L2SKR
Value,A,0000,D,Value
KZFME,A,0000,D,KZFME
Value,A,0000,D,Value
Field,A,0000,D,Table
LGNUM,A,0000,D,LTBP
LGNUM,A,0000,D,LTBP
LGORT,A,0000,D,LTBP
LGORT,A,0000,D,LTBP
LGORT,A,0000,D,LTBP
MATNR,A,0000,D,LTBP
MATNR,A,0000,D,LTBP
SOBKZ,A,0000,D,LTBP
SOBKZ,A,0000,D,LTBP
WERKS,A,0000,D,LTBP
WERKS,A,0000,D,LTBP
MANDT,A,0000,D,MANDT
MATNR,A,0000,D,MATNR
SPRAS,A,0000,D,SPRAS
MAKTX,A,0000,D,MAKTX
MAKTG,A,0000,D,MAKTG
Field,A,0000,D,Table
MANDT,A,0000,D,MAKT
MATNR,A,0000,D,MAKT
MATNR,A,0000,D,MAKT
SPRAS,A,0000,D,MAKT
MANDT,A,0000,D,MANDT
MATNR,A,0000,D,MATNR
WERKS_D,A,0000,D,WERKS
PLNTY,A,0000,D,PLNTY
PLNNR,A,0000,D,PLNNR
PLNAL,A,0000,D,PLNAL
DZKRIZ,A,0000,D,ZKRIZ
CIM_COUNT,A,0000,D,ZAEHL
DATUV,A,0000,D,DATUV
TECHV,A,0000,D,TECHV
AENNR,A,0000,D,AENNR
LKENZ,A,0000,D,LOEKZ
Value,A,0000,D,Value
PARKZ,A,0000,D,PARKZ
Value,A,0000,D,Value
ANDAT,A,0000,D,ANDAT
ANNAM,A,0000,D,ANNAM
AEDAT,A,0000,D,AEDAT
AENAM,A,0000,D,AENAM
ELIFN,A,0000,D,LIFNR
CPKUNR,A,0000,D,KUNR
QSUCHFELD,A,0000,D,SUCHFELD
VBELN_VA,A,0000,D,VBELN
POSNR_VA,A,0000,D,POSNR
CS_PSPNR,A,0000,D,PSPNR
Q_MS_OBJECT,A,0000,D,MS_OBJECT
Q_MS_OBJTYPE,A,0000,D,MS_OBJTYPE
Field,A,0000,D,Table
AENNR,A,0000,D,MAPL
AENNR,A,0000,D,MAPL
KUNR,A,0000,D,MAPL
KUNR,A,0000,D,MAPL
LIFNR,A,0000,D,MAPL
LIFNR,A,0000,D,MAPL
MANDT,A,0000,D,MAPL
MATNR,A,0000,D,MAPL
MATNR,A,0000,D,MAPL
MS_OBJECT,A,0000,D,MAPL
MS_OBJECT,A,0000,D,MAPL
MS_OBJTYPE,A,0000,D,MAPL
MS_OBJTYPE,A,0000,D,MAPL
PLNTY,A,0000,D,MAPL
PLNTY,A,0000,D,MAPL
POSNR,A,0000,D,MAPL
POSNR,A,0000,D,MAPL
POSNR,A,0000,D,MAPL
VBELN,A,0000,D,MAPL
VBELN,A,0000,D,MAPL
WERKS,A,0000,D,MAPL
WERKS,A,0000,D,MAPL
MANDT,A,0000,D,MANDT
MATNR,A,0000,D,MATNR
ERSDA,A,0000,D,ERSDA
ERNAM,A,0000,D,ERNAM
LAEDA,A,0000,D,LAEDA
AENAM,A,0000,D,AENAM
VPSTA,A,0000,D,VPSTA
PSTAT_D,A,0000,D,PSTAT
LVOMA,A,0000,D,LVORM
Value,A,0000,D,Value
MTART,A,0000,D,MTART
MBRSH,A,0000,D,MBRSH
MATKL,A,0000,D,MATKL
BISMT,A,0000,D,BISMT
MEINS,A,0000,D,MEINS
BSTME,A,0000,D,BSTME
DZEINR,A,0000,D,ZEINR
DZEIAR,A,0000,D,ZEIAR
DZEIVR,A,0000,D,ZEIVR
DZEIFO,A,0000,D,ZEIFO
AESZN,A,0000,D,AESZN
BLATT,A,0000,D,BLATT
BLANZ,A,0000,D,BLANZ
FERTH,A,0000,D,FERTH
FORMT,A,0000,D,FORMT
GROES,A,0000,D,GROES
WRKST,A,0000,D,WRKST
NORMT,A,0000,D,NORMT
LABOR,A,0000,D,LABOR
EKWSL,A,0000,D,EKWSL
BRGEW,A,0000,D,BRGEW
NTGEW,A,0000,D,NTGEW
GEWEI,A,0000,D,GEWEI
VOLUM,A,0000,D,VOLUM
VOLEH,A,0000,D,VOLEH
BEHVO,A,0000,D,BEHVO
RAUBE,A,0000,D,RAUBE
TEMPB,A,0000,D,TEMPB
DISST,A,0000,D,DISST
TRAGR,A,0000,D,TRAGR
STOFF,A,0000,D,STOFF
SPART,A,0000,D,SPART
WETTB,A,0000,D,KUNNR
EANNR,A,0000,D,EANNR
WESCH,A,0000,D,WESCH
BWVOR,A,0000,D,BWVOR
BWSCL,A,0000,D,BWSCL
SAISO,A,0000,D,SAISO
ETIAR,A,0000,D,ETIAR
ETIFO,A,0000,D,ETIFO
DUMMYENTAR,A,0000,D,ENTAR
EAN11,A,0000,D,EAN11
NUMTP,A,0000,D,NUMTP
LAENG,A,0000,D,LAENG
BREIT,A,0000,D,BREIT
HOEHE,A,0000,D,HOEHE
MEABM,A,0000,D,MEABM
PRODH_D,A,0000,D,PRDHA
CK_AEKLK,A,0000,D,AEKLK
Value,A,0000,D,Value
CADKZ,A,0000,D,CADKZ
Value,A,0000,D,Value
QMPUR,A,0000,D,QMPUR
Value,A,0000,D,Value
ERGEW,A,0000,D,ERGEW
ERGEI,A,0000,D,ERGEI
ERVOL,A,0000,D,ERVOL
ERVOE,A,0000,D,ERVOE
GEWTO,A,0000,D,GEWTO
VOLTO,A,0000,D,VOLTO
VABME,A,0000,D,VABME
Value,A,0000,D,Value
KZREV,A,0000,D,KZREV
Value,A,0000,D,Value
KZKFG,A,0000,D,KZKFG
Value,A,0000,D,Value
XCHPF,A,0000,D,XCHPF
Value,A,0000,D,Value
VHIART,A,0000,D,VHART
FUELG,A,0000,D,FUELG
STFAK,A,0000,D,STFAK
MAGRV,A,0000,D,MAGRV
BEGRU,A,0000,D,BEGRU
DATAB,A,0000,D,DATAB
LIQDT,A,0000,D,LIQDT
SAISJ,A,0000,D,SAISJ
PLGTP,A,0000,D,PLGTP
W_MITLEERG,A,0000,D,MLGUT
Value,A,0000,D,Value
EXTWG,A,0000,D,EXTWG
SATNR,A,0000,D,SATNR
ATTYP,A,0000,D,ATTYP
Value,A,0000,D,Value
KZKUPMAT,A,0000,D,KZKUP
Value,A,0000,D,Value
KZNFM,A,0000,D,KZNFM
Value,A,0000,D,Value
PMATN,A,0000,D,PMATA
MSTAE,A,0000,D,MSTAE
MSTAV,A,0000,D,MSTAV
MSTDE,A,0000,D,MSTDE
MSTDV,A,0000,D,MSTDV
TAKLV,A,0000,D,TAKLV
RBNR,A,0000,D,RBNRM
MHDRZ,A,0000,D,MHDRZ
MHDHB,A,0000,D,MHDHB
MHDLP,A,0000,D,MHDLP
INHME,A,0000,D,INHME
INHAL,A,0000,D,INHAL
VPREH,A,0000,D,VPREH
ETIAG,A,0000,D,ETIAG
INHBR,A,0000,D,INHBR
OIB_CMETH,A,0000,D,CMETH
Value,A,0000,D,Value
CUOBM,A,0000,D,CUOBF
KZUMW,A,0000,D,KZUMW
Value,A,0000,D,Value
KOSCH,A,0000,D,KOSCH
SPROF,A,0000,D,SPROF
Value,A,0000,D,Value
NRFHG,A,0000,D,NRFHG
Value,A,0000,D,Value
MFRPN,A,0000,D,MFRPN
MFRNR,A,0000,D,MFRNR
MPMAT,A,0000,D,BMATN
MPROF,A,0000,D,MPROF
KZWSO,A,0000,D,KZWSM
Value,A,0000,D,Value
SAITY,A,0000,D,SAITY
ADGE_PROFL,A,0000,D,PROFL
ADGE_IHIVI,A,0000,D,IHIVI
Value,A,0000,D,Value
ADGE_ILOOS,A,0000,D,ILOOS
Value,A,0000,D,Value
SERLV,A,0000,D,SERLV
Value,A,0000,D,Value
KZGVH,A,0000,D,KZGVH
Value,A,0000,D,Value
XGCHP,A,0000,D,XGCHP
Value,A,0000,D,Value
CC_MTEFF,A,0000,D,KZEFF
Value,A,0000,D,Value
CSCP_COMP_LVL,A,0000,D,COMPL
DATTP,A,0000,D,IPRKZ
RDMHD,A,0000,D,RDMHD
Value,A,0000,D,Value
PRZUS,A,0000,D,PRZUS
Value,A,0000,D,Value
MTPOS_MARA,A,0000,D,MTPOS_MARA
BFLME,A,0000,D,BFLME
Value,A,0000,D,Value
MATFI,A,0000,D,MATFI
Value,A,0000,D,Value
DE_CM_RELEVANCE_FLAG,A,0000,D,CMREL
Value,A,0000,D,Value
BBTYP,A,0000,D,BBTYP
SLED_BBD,A,0000,D,SLED_BBD
Value,A,0000,D,Value
GTIN_VARIANT,A,0000,D,GTIN_VARIANT
WSTR_SATNR_PP,A,0000,D,GENNR
PL_RMATP,A,0000,D,RMATP
GDS_RELEVANT,A,0000,D,GDS_RELEVANT
Value,A,0000,D,Value
WEORA,A,0000,D,WEORA
Value,A,0000,D,Value
CIFHUTYPDF,A,0000,D,HUTYP_DFLT
CIFPILFRBL,A,0000,D,PILFERABLE
Value,A,0000,D,Value
CIFWHSTC,A,0000,D,WHSTC
CIFWHMATGR,A,0000,D,WHMATGR
CIFHDLCODE,A,0000,D,HNDLCODE
CIFHAZMAT,A,0000,D,HAZMAT
Value,A,0000,D,Value
CIFHUTYP,A,0000,D,HUTYP
CIFTAREVAR,A,0000,D,TARE_VAR
Value,A,0000,D,Value
CIFMAXC,A,0000,D,MAXC
CIFMAXCTOL,A,0000,D,MAXC_TOL
CIFMAXL,A,0000,D,MAXL
CIFMAXB,A,0000,D,MAXB
CIFMAXH,A,0000,D,MAXH
CIFMAXDUOM,A,0000,D,MAXDIM_UOM
HERKL,A,0000,D,HERKL
MFRGR,A,0000,D,MFRGR
CIFQQTIME,A,0000,D,QQTIME
CIFQQTIMEUOM,A,0000,D,QQTIMEUOM
CIFQGRP,A,0000,D,QGRP
CIFSERIAL,A,0000,D,SERIAL
CIFPSSFNAME,A,0000,D,PS_SMARTFORM
CIFLOGUNIT,A,0000,D,LOGUNIT
CIFCWQREL,A,0000,D,CWQREL
Value,A,0000,D,Value
CIFCWQPROC,A,0000,D,CWQPROC
CIFCWQTOLGR,A,0000,D,CWQTOLGR
CIFADPROF,A,0000,D,ADPROF
CRM_PRODUCT_ID_IP,A,0000,D,IPMIPPRODUCT
WPM_ALLOW_PMAT_IGNO_MAT,A,0000,D,ALLOW_PMAT_IGNO
Value,A,0000,D,Value
MEDIU,A,0000,D,MEDIUM
TBA_STOEFFCHEN,A,0000,D,COMMODITY
WRF_ANIMAL_ORIGIN_FLAG,A,0000,D,ANIMAL_ORIGIN
Value,A,0000,D,Value
WRF_TEXTL_COMP_IND,A,0000,D,TEXTILE_COMP_IND
Value,A,0000,D,Value
J_1BANP,A,0000,D,ANP
/BEV1/LULEINH,A,0000,D,/BEV1/LULEINH
/BEV1/LULDEGRP,A,0000,D,/BEV1/LULDEGRP
/BEV1/NESTRUC_CAT,A,0000,D,/BEV1/NESTRUCCAT
Value,A,0000,D,Value
/CWM/XCWMAT,A,0000,D,/CWM/XCWMAT
Value,A,0000,D,Value
/CWM/VALUM,A,0000,D,/CWM/VALUM
/CWM/TOLGR,A,0000,D,/CWM/TOLGR
/CWM/TARA,A,0000,D,/CWM/TARA
Value,A,0000,D,Value
/CWM/TARUM,A,0000,D,/CWM/TARUM
/DSD/SL_TOLTYP_ID,A,0000,D,/DSD/SL_TOLTYP
/DSD/SV_COUNT_GROUP,A,0000,D,/DSD/SV_CNT_GRP
/DSD/VC_GROUP,A,0000,D,/DSD/VC_GROUP
/VSO/M_TILT_IND,A,0000,D,/VSO/R_TILT_IND
Value,A,0000,D,Value
/VSO/M_STACK_IND,A,0000,D,/VSO/R_STACK_IND
Value,A,0000,D,Value
/VSO/M_BOTTOM_IND,A,0000,D,/VSO/R_BOT_IND
Value,A,0000,D,Value
/VSO/M_TOP_IND,A,0000,D,/VSO/R_TOP_IND
Value,A,0000,D,Value
/VSO/M_STACK_NO,A,0000,D,/VSO/R_STACK_NO
/VSO/M_PALLET_IND,A,0000,D,/VSO/R_PAL_IND
Value,A,0000,D,Value
/VSO/R_PAL_OVR_D,A,0000,D,/VSO/R_PAL_OVR_D
/VSO/R_PAL_OVR_W,A,0000,D,/VSO/R_PAL_OVR_W
/VSO/R_PAL_BIN_HGT,A,0000,D,/VSO/R_PAL_B_HT
/VSO/R_PAL_MIN_HT,A,0000,D,/VSO/R_PAL_MIN_H
/VSO/R_TOL_BIN_HT,A,0000,D,/VSO/R_TOL_B_HT
/VSO/M_ANZ_PER_GVH,A,0000,D,/VSO/R_NO_P_GVH
/VSO/R_QUAN_UNIT,A,0000,D,/VSO/R_QUAN_UNIT
/VSO/M_KZGVH_IND,A,0000,D,/VSO/R_KZGVH_IND
Value,A,0000,D,Value
CBUNE_PACODE,A,0000,D,PACKCODE
ADGE_DG_PACK_STATUS,A,0000,D,DG_PACK_STATUS
DFPS_MCOND,A,0000,D,MCOND
Value,A,0000,D,Value
DFPS_RETDELC,A,0000,D,RETDELC
DFPS_LOGLEV_RETO,A,0000,D,LOGLEV_RETO
DFPS_NSNID,A,0000,D,NSNID
ADSPC_SPC,A,0000,D,ADSPC_SPC
Value,A,0000,D,Value
IMATN,A,0000,D,IMATN
PIC_PICNUM_SUS,A,0000,D,PICNUM
WRFBSTAT,A,0000,D,BSTAT
WRF_COLOR_ATINN,A,0000,D,COLOR_ATINN
WRF_SIZE1_ATINN,A,0000,D,SIZE1_ATINN
WRF_SIZE2_ATINN,A,0000,D,SIZE2_ATINN
WRF_COLOR,A,0000,D,COLOR
WRF_SIZE1,A,0000,D,SIZE1
WRF_SIZE2,A,0000,D,SIZE2
WRF_FREE_CHAR,A,0000,D,FREE_CHAR
WRF_CARE_CODE,A,0000,D,CARE_CODE
WRF_BRAND_ID,A,0000,D,BRAND_ID
WRF_FIBER_CODE_1,A,0000,D,FIBER_CODE1
WRF_FIBER_PART_1,A,0000,D,FIBER_PART1
WRF_FIBER_CODE_2,A,0000,D,FIBER_CODE2
WRF_FIBER_PART_2,A,0000,D,FIBER_PART2
WRF_FIBER_CODE_3,A,0000,D,FIBER_CODE3
WRF_FIBER_PART_3,A,0000,D,FIBER_PART3
WRF_FIBER_CODE_4,A,0000,D,FIBER_CODE4
WRF_FIBER_PART_4,A,0000,D,FIBER_PART4
WRF_FIBER_CODE_5,A,0000,D,FIBER_CODE5
WRF_FIBER_PART_5,A,0000,D,FIBER_PART5
FASHGRD,A,0000,D,FASHGRD
HROBJID,A,0000,D,COBJID
OTYPE,A,0000,D,COTYPE
OIG_PCG,A,0000,D,OIGROUPNAM
OIH_TRIND,A,0000,D,OITRIND
Value,A,0000,D,Value
OIH_J1B_MTXGR,A,0000,D,OIHMTXGR
ZFDB_NDC,A,0000,D,ZFDB_NDC
ZSMX_CMATN,A,0000,D,ZSMX_CMATN
ZSMX_FMLKZ,A,0000,D,ZSMX_FMLKZ
Value,A,0000,D,Value
ZSMX_KNSKZ,A,0000,D,ZSMX_KNSKZ
Value,A,0000,D,Value
ZSMX_VRTKZ,A,0000,D,ZSMX_VRTKZ
Value,A,0000,D,Value
Field,A,0000,D,Table
/BEV1/LULDEGRP,A,0000,D,MARA
/BEV1/LULDEGRP,A,0000,D,MARA
/CWM/TARUM,A,0000,D,MARA
/CWM/TARUM,A,0000,D,MARA
/CWM/TOLGR,A,0000,D,MARA
/CWM/TOLGR,A,0000,D,MARA
/DSD/SL_TOLTYP,A,0000,D,MARA
/DSD/SL_TOLTYP,A,0000,D,MARA
/DSD/SV_CNT_GRP,A,0000,D,MARA
/DSD/SV_CNT_GRP,A,0000,D,MARA
/DSD/VC_GROUP,A,0000,D,MARA
/DSD/VC_GROUP,A,0000,D,MARA
ADPROF,A,0000,D,MARA
ADPROF,A,0000,D,MARA
ANP,A,0000,D,MARA
ANP,A,0000,D,MARA
BEHVO,A,0000,D,MARA
BEHVO,A,0000,D,MARA
BMATN,A,0000,D,MARA
BMATN,A,0000,D,MARA
BRAND_ID,A,0000,D,MARA
BRAND_ID,A,0000,D,MARA
BSTAT,A,0000,D,MARA
BSTAT,A,0000,D,MARA
BSTME,A,0000,D,MARA
BSTME,A,0000,D,MARA
BWSCL,A,0000,D,MARA
BWSCL,A,0000,D,MARA
BWVOR,A,0000,D,MARA
BWVOR,A,0000,D,MARA
COMMODITY,A,0000,D,MARA
COMMODITY,A,0000,D,MARA
COMPL,A,0000,D,MARA
COMPL,A,0000,D,MARA
CWQPROC,A,0000,D,MARA
CWQPROC,A,0000,D,MARA
CWQTOLGR,A,0000,D,MARA
CWQTOLGR,A,0000,D,MARA
DG_PACK_STATUS,A,0000,D,MARA
DG_PACK_STATUS,A,0000,D,MARA
EKWSL,A,0000,D,MARA
EKWSL,A,0000,D,MARA
ERGEI,A,0000,D,MARA
ERGEI,A,0000,D,MARA
ERVOE,A,0000,D,MARA
ERVOE,A,0000,D,MARA
ETIAG,A,0000,D,MARA
ETIAG,A,0000,D,MARA
ETIAR,A,0000,D,MARA
ETIAR,A,0000,D,MARA
ETIFO,A,0000,D,MARA
ETIFO,A,0000,D,MARA
EXTWG,A,0000,D,MARA
EXTWG,A,0000,D,MARA
FASHGRD,A,0000,D,MARA
FASHGRD,A,0000,D,MARA
FIBER_CODE1,A,0000,D,MARA
FIBER_CODE1,A,0000,D,MARA
FIBER_CODE2,A,0000,D,MARA
FIBER_CODE2,A,0000,D,MARA
FIBER_CODE3,A,0000,D,MARA
FIBER_CODE3,A,0000,D,MARA
FIBER_CODE4,A,0000,D,MARA
FIBER_CODE4,A,0000,D,MARA
FIBER_CODE5,A,0000,D,MARA
FIBER_CODE5,A,0000,D,MARA
GENNR,A,0000,D,MARA
GENNR,A,0000,D,MARA
GEWEI,A,0000,D,MARA
GEWEI,A,0000,D,MARA
HERKL,A,0000,D,MARA
HERKL,A,0000,D,MARA
HNDLCODE,A,0000,D,MARA
HNDLCODE,A,0000,D,MARA
HUTYP,A,0000,D,MARA
HUTYP,A,0000,D,MARA
HUTYP_DFLT,A,0000,D,MARA
HUTYP_DFLT,A,0000,D,MARA
INHME,A,0000,D,MARA
INHME,A,0000,D,MARA
KOSCH,A,0000,D,MARA
KOSCH,A,0000,D,MARA
KUNNR,A,0000,D,MARA
KUNNR,A,0000,D,MARA
LABOR,A,0000,D,MARA
LABOR,A,0000,D,MARA
LOGUNIT,A,0000,D,MARA
LOGUNIT,A,0000,D,MARA
LOGUNIT,A,0000,D,MARA
MAGRV,A,0000,D,MARA
MAGRV,A,0000,D,MARA
MANDT,A,0000,D,MARA
MATKL,A,0000,D,MARA
MATKL,A,0000,D,MARA
MAXDIM_UOM,A,0000,D,MARA
MAXDIM_UOM,A,0000,D,MARA
MBRSH,A,0000,D,MARA
MBRSH,A,0000,D,MARA
MEABM,A,0000,D,MARA
MEABM,A,0000,D,MARA
MEDIUM,A,0000,D,MARA
MEDIUM,A,0000,D,MARA
MEINS,A,0000,D,MARA
MEINS,A,0000,D,MARA
MFRGR,A,0000,D,MARA
MFRGR,A,0000,D,MARA
MFRNR,A,0000,D,MARA
MFRNR,A,0000,D,MARA
MPROF,A,0000,D,MARA
MPROF,A,0000,D,MARA
MSTAE,A,0000,D,MARA
MSTAE,A,0000,D,MARA
MSTAV,A,0000,D,MARA
MSTAV,A,0000,D,MARA
MTART,A,0000,D,MARA
MTART,A,0000,D,MARA
MTPOS_MARA,A,0000,D,MARA
MTPOS_MARA,A,0000,D,MARA
NUMTP,A,0000,D,MARA
NUMTP,A,0000,D,MARA
OIGROUPNAM,A,0000,D,MARA
OIGROUPNAM,A,0000,D,MARA
OIHMTXGR,A,0000,D,MARA
OIHMTXGR,A,0000,D,MARA
PACKCODE,A,0000,D,MARA
PACKCODE,A,0000,D,MARA
PLGTP,A,0000,D,MARA
PLGTP,A,0000,D,MARA
PMATA,A,0000,D,MARA
PMATA,A,0000,D,MARA
PRDHA,A,0000,D,MARA
PRDHA,A,0000,D,MARA
PROFL,A,0000,D,MARA
PROFL,A,0000,D,MARA
PS_SMARTFORM,A,0000,D,MARA
QGRP,A,0000,D,MARA
QGRP,A,0000,D,MARA
QQTIMEUOM,A,0000,D,MARA
QQTIMEUOM,A,0000,D,MARA
RAUBE,A,0000,D,MARA
RAUBE,A,0000,D,MARA
RBNRM,A,0000,D,MARA
RBNRM,A,0000,D,MARA
RMATP,A,0000,D,MARA
RMATP,A,0000,D,MARA
SAISO,A,0000,D,MARA
SAISO,A,0000,D,MARA
SAITY,A,0000,D,MARA
SAITY,A,0000,D,MARA
SATNR,A,0000,D,MARA
SATNR,A,0000,D,MARA
SERIAL,A,0000,D,MARA
SERIAL,A,0000,D,MARA
SPART,A,0000,D,MARA
SPART,A,0000,D,MARA
STOFF,A,0000,D,MARA
STOFF,A,0000,D,MARA
TAKLV,A,0000,D,MARA
TAKLV,A,0000,D,MARA
TEMPB,A,0000,D,MARA
TEMPB,A,0000,D,MARA
TRAGR,A,0000,D,MARA
TRAGR,A,0000,D,MARA
VHART,A,0000,D,MARA
VHART,A,0000,D,MARA
VOLEH,A,0000,D,MARA
VOLEH,A,0000,D,MARA
WHMATGR,A,0000,D,MARA
WHMATGR,A,0000,D,MARA
WHSTC,A,0000,D,MARA
WHSTC,A,0000,D,MARA
WRKST,A,0000,D,MARA
WRKST,A,0000,D,MARA
MANDT,A,0000,D,MANDT
