DOMNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DATATYPE,LENG,OUTPUTLEN,DECIMALS,SIGNFLAG
MEINS,A,0000,D,UNIT,3,3,0,
LQUA_GESME,A,0000,D,QUAN,13,13,3,
LQUA_VERME,A,0000,D,QUAN,13,13,3,
LQUA_EINME,A,0000,D,QUAN,13,13,3,
LQUA_AUSME,A,0000,D,QUAN,13,13,3,
LQUA_MGEWI,A,0000,D,DEC,11,11,3,
GEWEI,A,0000,D,UNIT,3,3,0,
TBNUM,A,0000,D,NUMC,10,10,0,
LVS_IVNUM,A,0000,D,CHAR,10,10,0,
LVS_IVPOS,A,0000,D,NUMC,4,4,0,
LVS_BETYP,A,0000,D,CHAR,1,1,0,
LVS_BENUM,A,0000,D,CHAR,10,10,0,
LENUM,A,0000,D,CHAR,20,20,0,
QPLOS,A,0000,D,NUMC,12,12,0,
VFDAT,A,0000,D,DATS,8,8,0,
LQUA_QKAPV,A,0000,D,DEC,11,11,3,
KOBER,A,0000,D,CHAR,3,3,0,
LGORT_D,A,0000,D,CHAR,4,4,0,
LQUA_VIRGO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LQUA_TRAME,A,0000,D,QUAN,13,13,3,
LQUA_KZHUQ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
VBELN_VL,A,0000,D,CHAR,10,10,0,
POSNR_VL,A,0000,D,NUMC,6,6,0,
LQUA_IDATU,A,0000,D,DATS,8,8,0,
MSR_INSP_GUID,A,0000,D,RAW,16,16,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
LENUM,A,0000,D,MANDT,LEIN Storage unit header records,LEIN Storage unit header records,MANDT,
LENUM,A,0000,D,LENUM,LEIN Storage unit header records,LEIN Storage unit header records,LENUM,
LETYP,A,0000,D,LETYP,T307 Storage Unit Types,T307 Storage Unit Types,LETYP,
LETYP,A,0000,D,MANDT,T307 Storage Unit Types,T307 Storage Unit Types,MANDT,
LETYP,A,0000,D,LGNUM,T307 Storage Unit Types,T307 Storage Unit Types,LGNUM,
LGNUM,A,0000,D,LGNUM,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,LGNUM,
LGNUM,A,0000,D,MANDT,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,MANDT,
LGORT,A,0000,D,MANDT,T001L Storage Locations,T001L Storage Locations,MANDT,
LGORT,A,0000,D,WERKS,T001L Storage Locations,T001L Storage Locations,WERKS,
LGORT,A,0000,D,LGORT,T001L Storage Locations,T001L Storage Locations,LGORT,
LGPLA,A,0000,D,MANDT,LAGP Storage bins,LAGP Storage bins,MANDT,
LGPLA,A,0000,D,LGNUM,LAGP Storage bins,LAGP Storage bins,LGNUM,
LGPLA,A,0000,D,LGTYP,LAGP Storage bins,LAGP Storage bins,LGTYP,
LGPLA,A,0000,D,LGPLA,LAGP Storage bins,LAGP Storage bins,LGPLA,
LGTYP,A,0000,D,MANDT,T301 WM Storage Types,T301 WM Storage Types,MANDT,
LGTYP,A,0000,D,LGNUM,T301 WM Storage Types,T301 WM Storage Types,LGNUM,
LGTYP,A,0000,D,LGTYP,T301 WM Storage Types,T301 WM Storage Types,LGTYP,
MATNR,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATNR,A,0000,D,MATNR,MARA General Material Data,MARA General Material Data,MATNR,
SOBKZ,A,0000,D,MANDT,T148 Special Stock Indicator,T148 Special Stock Indicator,MANDT,
SOBKZ,A,0000,D,SOBKZ,T148 Special Stock Indicator,T148 Special Stock Indicator,SOBKZ,
SPGRU,A,0000,D,MANDT,T330 Blocking Reasons,T330 Blocking Reasons,MANDT,
SPGRU,A,0000,D,LGNUM,T330 Blocking Reasons,T330 Blocking Reasons,LGNUM,
SPGRU,A,0000,D,SPGRU,T330 Blocking Reasons,T330 Blocking Reasons,SPGRU,
WERKS,A,0000,D,MANDT,T001W Plants/Branches,T001W Plants/Branches,MANDT,
WERKS,A,0000,D,WERKS,T001W Plants/Branches,T001W Plants/Branches,WERKS,
MANDT,A,0000,D,CLNT,3,3,0,
LGNUM,A,0000,D,CHAR,3,3,0,
TANUM,A,0000,D,NUMC,10,10,0,
BWART,A,0000,D,CHAR,3,3,0,
BWLVS,A,0000,D,NUMC,3,3,0,
TBPRI,A,0000,D,CHAR,1,1,0,
LVS_TRART,A,0000,D,CHAR,1,1,0,
LTAK_BDATU,A,0000,D,DATS,8,8,0,
LTAK_BZEIT,A,0000,D,TIMS,6,6,0,
LVS_BNAME,A,0000,D,CHAR,12,12,0,
LVS_REFNR,A,0000,D,CHAR,10,10,0,
TBNUM,A,0000,D,NUMC,10,10,0,
UBNUM,A,0000,D,NUMC,10,10,0,
VBELN,A,0000,D,CHAR,10,10,0,
LTAK_KQUIT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAK_QDATU,A,0000,D,DATS,8,8,0,
MBLNR,A,0000,D,CHAR,10,10,0,
MJAHR,A,0000,D,NUMC,4,4,0,
LVS_BETYP,A,0000,D,CHAR,1,1,0,
LVS_BENUM,A,0000,D,CHAR,10,10,0,
LVS_DRUKZ,A,0000,D,CHAR,2,2,0,
LTAK_DRUCK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LSAM_TEILK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAK_KR2SO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No message to R/2,No message to R/2,V,
LTAK_KR2KU,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAK_KDISO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_KZPLA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_PLDAT,A,0000,D,DATS,8,8,0,
RSNUM,A,0000,D,NUMC,10,10,0,
LVS_LZNUM,A,0000,D,CHAR,20,20,0,
BDART,A,0000,D,CHAR,2,2,0,
PKNUM,A,0000,D,CHAR,7,7,0,
PKPOS,A,0000,D,NUMC,3,3,0,
LVS_KZLEI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No performance data,No performance data,1,
LVS_KISTZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No actual time,No actual time,1,
LVS_KISTP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAK_PERNR,A,0000,D,NUMC,8,8,0,
LTAK_SOLWM,A,0000,D,QUAN,13,13,3,
LTAK_SOLEX,A,0000,D,QUAN,13,13,3,
LTAK_ISTWM,A,0000,D,QUAN,13,13,3,
LVS_ZEIEI,A,0000,D,UNIT,3,3,0,
LTAK_HRSTS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Not relevant for HR,Not relevant for HR,1,
LTAK_STDAT,A,0000,D,DATS,8,8,0,
LTAK_ENDAT,A,0000,D,DATS,8,8,0,
LTAK_STUZT,A,0000,D,TIMS,6,6,0,
LTAK_ENUZT,A,0000,D,TIMS,6,6,0,
LTAK_L2SKA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Direct picking,Direct picking,1,
LTAK_MINWM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LGTOR,A,0000,D,CHAR,3,3,0,
LGBZO,A,0000,D,CHAR,10,10,0,
LVS_KZVEP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No packaging connection,No packaging connection,1,
LVS_SWABW,A,0000,D,NUMC,4,4,0,
LVS_AUSFB,A,0000,D,CHAR,4,4,0,
LTAK_SPEZI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Flow-through,Flow-through,B,
VBTYP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,A,Inquiry,Inquiry,B,
LRF_QUEUE,A,0000,D,CHAR,10,10,0,
LVS_KGVNQ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
TAPRI,A,0000,D,NUMC,2,2,0,
LTAK_KVQUI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAK_HUCON,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Report data to delivery,Report data to delivery,1,
LTAK_CNTPS,A,0000,D,NUMC,4,4,0,
LTAK_KZTRM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAK_LATER,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Update at confirmation of each TO item,Update at confirmation of each TO item,1,
LTAK_PASSD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_MULTL,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
AUSFB,A,0000,D,MANDT,T339 Definition of Comment for TO Execution,T339 Definition of Comment for TO Execution,MANDT,
AUSFB,A,0000,D,LGNUM,T339 Definition of Comment for TO Execution,T339 Definition of Comment for TO Execution,LGNUM,
AUSFB,A,0000,D,AUSFB,T339 Definition of Comment for TO Execution,T339 Definition of Comment for TO Execution,AUSFB,
BETYP,A,0000,D,BETYP,T308 Requirements Categories,T308 Requirements Categories,BETYP,
BETYP,A,0000,D,MANDT,T308 Requirements Categories,T308 Requirements Categories,MANDT,
BETYP,A,0000,D,LGNUM,T308 Requirements Categories,T308 Requirements Categories,LGNUM,
BWART,A,0000,D,MANDT,T156 Movement Type,T156 Movement Type,MANDT,
BWART,A,0000,D,BWART,T156 Movement Type,T156 Movement Type,BWART,
BWLVS,A,0000,D,MANDT,T333 WM Movement Types,T333 WM Movement Types,MANDT,
BWLVS,A,0000,D,LGNUM,T333 WM Movement Types,T333 WM Movement Types,LGNUM,
BWLVS,A,0000,D,BWLVS,T333 WM Movement Types,T333 WM Movement Types,BWLVS,
DRUKZ,A,0000,D,LGNUM,T329F Print Control Table,T329F Print Control Table,LGNUM,
DRUKZ,A,0000,D,DRUKZ,T329F Print Control Table,T329F Print Control Table,DRUKZ,
DRUKZ,A,0000,D,MANDT,T329F Print Control Table,T329F Print Control Table,MANDT,
LGNUM,A,0000,D,MANDT,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,MANDT,
LGNUM,A,0000,D,LGNUM,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,LGNUM,
REFNR,A,0000,D,MANDT,T311 Definition of WM Groups,T311 Definition of WM Groups,MANDT,
REFNR,A,0000,D,LGNUM,T311 Definition of WM Groups,T311 Definition of WM Groups,LGNUM,
REFNR,A,0000,D,REFNR,T311 Definition of WM Groups,T311 Definition of WM Groups,REFNR,
TRART,A,0000,D,MANDT,T333A Shipment Types,T333A Shipment Types,MANDT,
TRART,A,0000,D,LGNUM,T333A Shipment Types,T333A Shipment Types,LGNUM,
TRART,A,0000,D,TRART,T333A Shipment Types,T333A Shipment Types,TRART,
MANDT,A,0000,D,CLNT,3,3,0,
LGNUM,A,0000,D,CHAR,3,3,0,
TANUM,A,0000,D,NUMC,10,10,0,
TAPOS,A,0000,D,NUMC,4,4,0,
TBPOS,A,0000,D,NUMC,4,4,0,
POSNR,A,0000,D,NUMC,6,6,0,
MATNR,A,0000,D,CHAR,18,18,0,
WERKS_D,A,0000,D,CHAR,4,4,0,
CHARG_D,A,0000,D,CHAR,10,10,0,
BESTQ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Available Stock,Available Stock,Q,
SOBKZ,A,0000,D,CHAR,1,1,0,
LVS_SONUM,A,0000,D,CHAR,16,16,0,
STOFF,A,0000,D,CHAR,18,18,0,
MEINS,A,0000,D,UNIT,3,3,0,
LRMEI,A,0000,D,UNIT,3,3,0,
UMREZ,A,0000,D,DEC,5,5,0,
UMREN,A,0000,D,DEC,5,5,0,
LVS_LETYP,A,0000,D,CHAR,3,3,0,
LTAP_KZFEH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
T310_LANUM,A,0000,D,NUMC,3,3,0,
LTAP_KZQUI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_KZNKO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NULKO,A,0000,D,NUMC,1,1,0,
Value,A,0000,D,NULL,Do not carry out zero stock check.,Do not carry out zero stock check.,1,
LTAP_KZINV,A,0000,D,CHAR,2,2,0,
Value,A,0000,D,NULL,No inventory,No inventory,PE,
LVS_IVNUM,A,0000,D,CHAR,10,10,0,
LTAP_PQUIT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_QDATU,A,0000,D,DATS,8,8,0,
LTAP_QZEIT,A,0000,D,TIMS,6,6,0,
LTAP_QNAME,A,0000,D,CHAR,12,12,0,
LTAP_BRGEW,A,0000,D,DEC,11,11,3,
GEWEI,A,0000,D,UNIT,3,3,0,
MBLPO,A,0000,D,NUMC,4,4,0,
WEMPF,A,0000,D,CHAR,12,12,0,
ABLAD,A,0000,D,CHAR,25,25,0,
LVS_WDATU,A,0000,D,DATS,8,8,0,
LVS_WENUM,A,0000,D,CHAR,10,10,0,
LVS_WEPOS,A,0000,D,NUMC,4,4,0,
LVS_ZEUGN,A,0000,D,CHAR,10,10,0,
LVS_LDEST,A,0000,D,CHAR,4,4,0,
LTAP_VORGA,A,0000,D,CHAR,2,2,0,
LTAP_VLTYP,A,0000,D,CHAR,3,3,0,
LTAP_VLBER,A,0000,D,CHAR,3,3,0,
LTAP_VLPLA,A,0000,D,CHAR,10,10,0,
LVS_KZDYN,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_VPPOS,A,0000,D,CHAR,2,2,0,
LTAP_VANZL,A,0000,D,DEC,9,9,3,
LTAP_VANBR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_VSOLM,A,0000,D,QUAN,13,13,3,
LTAP_VISTM,A,0000,D,QUAN,13,13,3,
LTAP_VDIFM,A,0000,D,QUAN,13,13,3,
LTAP_VSOLA,A,0000,D,QUAN,13,13,3,
LTAP_VISTA,A,0000,D,QUAN,13,13,3,
LTAP_VDIFA,A,0000,D,QUAN,13,13,3,
LVS_LQNUM,A,0000,D,NUMC,10,10,0,
LTAP_VAPPC,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NLTYP,A,0000,D,CHAR,3,3,0,
LTAP_NLBER,A,0000,D,CHAR,3,3,0,
LTAP_NLPLA,A,0000,D,CHAR,10,10,0,
LVS_KZDYN,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NPPOS,A,0000,D,CHAR,2,2,0,
LTAP_NANZL,A,0000,D,DEC,9,9,3,
LTAP_NANBR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NSOLM,A,0000,D,QUAN,13,13,3,
LTAP_NISTM,A,0000,D,QUAN,13,13,3,
LTAP_NDIFM,A,0000,D,QUAN,13,13,3,
LTAP_NSOLA,A,0000,D,QUAN,13,13,3,
LTAP_NISTA,A,0000,D,QUAN,13,13,3,
LTAP_NDIFA,A,0000,D,QUAN,13,13,3,
LVS_LQNUM,A,0000,D,NUMC,10,10,0,
LTAP_NAPPC,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_RLTYP,A,0000,D,CHAR,3,3,0,
LTAP_RLBER,A,0000,D,CHAR,3,3,0,
LTAP_RLPLA,A,0000,D,CHAR,10,10,0,
LTAP_RPPOS,A,0000,D,CHAR,2,2,0,
LTAP_RSOLM,A,0000,D,QUAN,13,13,3,
LTAP_RISTM,A,0000,D,QUAN,13,13,3,
LTAP_RDIFM,A,0000,D,QUAN,13,13,3,
LTAP_RSOLA,A,0000,D,QUAN,13,13,3,
LTAP_RISTA,A,0000,D,QUAN,13,13,3,
LTAP_RDIFA,A,0000,D,QUAN,13,13,3,
LVS_LQNUM,A,0000,D,NUMC,10,10,0,
LTAP_RAPPC,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_DLTYP,A,0000,D,CHAR,3,3,0,
LTAP_DLPLA,A,0000,D,CHAR,10,10,0,
LTAP_DLQNR,A,0000,D,NUMC,10,10,0,
LTAP_DMENG,A,0000,D,QUAN,13,13,3,
LTAP_DMENA,A,0000,D,QUAN,13,13,3,
LVS_KZDIF,A,0000,D,CHAR,1,1,0,
MAKTX,A,0000,D,CHAR,40,40,0,
LVS_DRUCK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_VLENR,A,0000,D,CHAR,20,20,0,
LTAP_NLENR,A,0000,D,CHAR,20,20,0,
LTAP_DLENR,A,0000,D,CHAR,20,20,0,
LTAP_VLEST,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,in storage bin,in storage bin,1,
LTAP_NLEST,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,in storage bin,in storage bin,1,
LTAP_LELAS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_HOMVE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_POSTY,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Normal TO item,Normal TO item,1,
LTAP_ORPOS,A,0000,D,NUMC,4,4,0,
LTAP_VSUMM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No totals information,No totals information,1,
LTAP_VBLCH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NSUMM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No totals information,No totals information,1,
LTAP_NBLCH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
RSPOS,A,0000,D,NUMC,4,4,0,
VFDAT,A,0000,D,DATS,8,8,0,
LTAP_VKAPV,A,0000,D,DEC,11,11,3,
LTAP_VKAPA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No capacity check,No capacity check,1,
LTAP_NKAPA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No capacity check,No capacity check,1,
LTAP_RKAPA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No capacity check,No capacity check,1,
LTAP_KZSUB,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,TO item not relevant for external system,TO item not relevant for external system,X,
QPLOS,A,0000,D,NUMC,12,12,0,
QPLOA,A,0000,D,NUMC,12,12,0,
LTAP_KZSTI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
RSART,A,0000,D,CHAR,1,1,0,
LVS_KZECH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
KOBER,A,0000,D,CHAR,3,3,0,
LGORT_D,A,0000,D,CHAR,4,4,0,
LTAP_SOLPO,A,0000,D,QUAN,13,13,3,
LVS_ZEIEI,A,0000,D,UNIT,3,3,0,
LVS_2SKREL,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,2,2-step via 2-step procedure,2-step via 2-step procedure,NULL,
VOLUM,A,0000,D,QUAN,13,13,3,
VOLEH,A,0000,D,UNIT,3,3,0,
LVS_KZBEF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_IMREL,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Start immediate posting change SLoc to SLoc in Invent. Mgmt,Start immediate posting change SLoc to SLoc in Invent. Mgmt,2,
LTAP_NWIRM,A,0000,D,QUAN,13,13,3,
LTAP_WIRME,A,0000,D,UNIT,3,3,0,
LVS_NPLEI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Storage bin cannot be changed during confirmation,Storage bin cannot be changed during confirmation,1,
KBNKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Replenishment Element for Kanban,Replenishment Element for Kanban,Y,
LVS_STOAN,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_KGVNQ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_PVQUI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_EDATU,A,0000,D,DATS,8,8,0,
LTAP_EZEIT,A,0000,D,TIMS,6,6,0,
LTAP_ENAME,A,0000,D,CHAR,12,12,0,
KZFME,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Base Unit of Measure has Priority,Base Unit of Measure has Priority,A,
LTAP_QUSUB,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Confirm withdrawal and material shipment,Confirm withdrawal and material shipment,1,
LTAP_FHUTA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,TO item affects no handling unit,TO item affects no handling unit,1,
VLEIN_NEST,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
VHILM,A,0000,D,CHAR,18,18,0,
LTAP_VDUMM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NDUMM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_VSERI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_HUPIK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
EXIDV,A,0000,D,CHAR,20,20,0,
LTAP_NOLIS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_NPIPO,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_PIPAR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
PCKPF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Can be packed,Can be packed,A,
LTAP_KZTRM,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_PASSD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
VBELN_VL,A,0000,D,CHAR,10,10,0,
LTAP_KZXDK,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LTAP_KZVAS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MSR_INSP_GUID,A,0000,D,RAW,16,16,0,
MSR_INSP_GUID,A,0000,D,RAW,16,16,0,
MSR_INSP_GUID,A,0000,D,RAW,16,16,0,
MSR_INSP_GUID,A,0000,D,RAW,16,16,0,
/CWM/IND_CATCH,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No Entry in Transfer Order,No Entry in Transfer Order,1,
/CWM/ACT_QTY,A,0000,D,QUAN,13,13,3,
/CWM/ACT_UOM,A,0000,D,UNIT,3,3,0,
/CWM/TGT_QTY,A,0000,D,QUAN,13,13,3,
/CWM/TGT_UOM,A,0000,D,UNIT,3,3,0,
/CWM/HU_NEW_QTY,A,0000,D,QUAN,13,13,3,
/CWM/HU_OLD_QTY,A,0000,D,QUAN,13,13,3,
/CWM/VEMEH,A,0000,D,UNIT,3,3,0,
/CWM/XCWMAT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
/CWM/MEINS,A,0000,D,UNIT,3,3,0,
/CWM/IND_DELUPD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LXDCK_DCNUM,A,0000,D,NUMC,14,14,0,
FLAG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Flag set. Event has occurred.,Flag set. Event has occurred.,NULL,
FLAG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Flag set. Event has occurred.,Flag set. Event has occurred.,NULL,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
/CWM/ACT_UOM,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
/CWM/ACT_UOM,A,0000,D,/CWM/ACT_UOM,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
/CWM/TGT_UOM,A,0000,D,/CWM/TGT_UOM,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
/CWM/TGT_UOM,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
ALTME,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
ALTME,A,0000,D,ALTME,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
DLENR,A,0000,D,MANDT,LEIN Storage unit header records,LEIN Storage unit header records,MANDT,
DLENR,A,0000,D,DLENR,LEIN Storage unit header records,LEIN Storage unit header records,LENUM,
KZDIF,A,0000,D,LGNUM,T336 Difference Indicators,T336 Difference Indicators,LGNUM,
KZDIF,A,0000,D,KZDIF,T336 Difference Indicators,T336 Difference Indicators,KZDIF,
KZDIF,A,0000,D,MANDT,T336 Difference Indicators,T336 Difference Indicators,MANDT,
LDEST,A,0000,D,LDEST,TSP03 Spool: Printer declaration,TSP03 Spool: Printer declaration,PADEST,
LETYP,A,0000,D,MANDT,T307 Storage Unit Types,T307 Storage Unit Types,MANDT,
LETYP,A,0000,D,LGNUM,T307 Storage Unit Types,T307 Storage Unit Types,LGNUM,
LETYP,A,0000,D,LETYP,T307 Storage Unit Types,T307 Storage Unit Types,LETYP,
LGNUM,A,0000,D,MANDT,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,MANDT,
LGNUM,A,0000,D,LGNUM,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,LGNUM,
LGORT,A,0000,D,MANDT,T001L Storage Locations,T001L Storage Locations,MANDT,
LGORT,A,0000,D,WERKS,T001L Storage Locations,T001L Storage Locations,WERKS,
LGORT,A,0000,D,LGORT,T001L Storage Locations,T001L Storage Locations,LGORT,
MATNR,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATNR,A,0000,D,MATNR,MARA General Material Data,MARA General Material Data,MATNR,
MEINS,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
MEINS,A,0000,D,MEINS,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
NLBER,A,0000,D,MANDT,T302 WM Storage Sections,T302 WM Storage Sections,MANDT,
NLBER,A,0000,D,LGNUM,T302 WM Storage Sections,T302 WM Storage Sections,LGNUM,
NLBER,A,0000,D,NLTYP,T302 WM Storage Sections,T302 WM Storage Sections,LGTYP,
NLBER,A,0000,D,NLBER,T302 WM Storage Sections,T302 WM Storage Sections,LGBER,
NLENR,A,0000,D,MANDT,LEIN Storage unit header records,LEIN Storage unit header records,MANDT,
NLENR,A,0000,D,NLENR,LEIN Storage unit header records,LEIN Storage unit header records,LENUM,
NLTYP,A,0000,D,MANDT,T301 WM Storage Types,T301 WM Storage Types,MANDT,
NLTYP,A,0000,D,LGNUM,T301 WM Storage Types,T301 WM Storage Types,LGNUM,
NLTYP,A,0000,D,NLTYP,T301 WM Storage Types,T301 WM Storage Types,LGTYP,
RLBER,A,0000,D,LGNUM,T302 WM Storage Sections,T302 WM Storage Sections,LGNUM,
RLBER,A,0000,D,RLTYP,T302 WM Storage Sections,T302 WM Storage Sections,LGTYP,
